CourseID,CourseName,Unit,ReviewNumber,AvgStar,Level,Description
867,Vital Skills for Data Science Specialization,University of Colorado Boulder,52,4.5,Intermediate level,"Identify applications of Data Science.
Identify the steps of the Data Science process and apply them with real world data.
Discuss privacy concerns.
"
87,Basic Programming in Python II,Northeastern University,0,0.0,Beginner level,
90,Bayesian Inference with MCMC,Databricks,20,3.3,Beginner level,"1. Markov Chain Monte Carlo algorithms
2. Implementing the above in Python
3. Assess the performance of Bayesian models
"
266,Data Storytelling,"University of California, Irvine",0,0.0,,
676,Predictive Modeling and Analytics,University of Colorado Boulder,590,3.6,Intermediate level,"Apply exploratory data analysis to gain insights and prepare data for predictive modeling
 Summarize and visualize datasets using appropriate tools 
Identify modeling techniques for prediction of continuous and discrete outcomes
Identify appropriate graphs to explore and display datasets  
"
390,Fundamentals of Database Systems,Coursera Project Network,16,4.3,Intermediate level,"Describe database components.
Investigate examples of database system diagrams.
Use the Dia diagramming tool to add components to a database system diagram.
"
198,Data Analysis Using SQL,Fractal Analytics,15,4.5,Beginner level,"Extract relevant data from the database in a time efficient manner
Build powerful SQL queries to derive insights
Analyse and manage large datasets, and derive inferences from complex relational database
Enable students to create and modify databases for relevant business problems
"
331,Developing Data Products,Johns Hopkins University,2253,4.6,,"Develop basic applications and interactive graphics using GoogleVis
Use Leaflet to create interactive annotated maps
Build an R Markdown presentation that includes a data visualization
Create a data product that tells a story to a mass audience
"
675,Predictive Analytics for Business with H2O in R,Coursera Project Network,51,4.9,Intermediate level,"Apply machine learning and predictive analytics to solve a business problem  
Explain and describe automatic machine learning (AutoML)  
Perform Automatic Machine Learning with H2O and R 
"
546,Linear Algebra: Orthogonality and Diagonalization,Johns Hopkins University,11,4.9,Intermediate level,
760,Scripting with Python and SQL for Data Engineering,Duke University,76,4.4,Intermediate level,"Extract data from different sources and map it to Python data structures.
Design Scripts to connect and query a SQL database from within Python.
Apply scraping techniques to read and extract data from a website.
"
501,Introduction to Data Science Specialization,IBM,12443,4.7,Beginner level,"Describe what data science and machine learning are, their applications & use cases, and various types of tasks performed by data scientists  
Gain hands-on familiarity with common data science tools including JupyterLab, R Studio, GitHub and Watson Studio 
Develop the mindset to work like a data scientist, and follow a methodology to tackle different types of data science problems
Write SQL statements and query Cloud databases using Python from Jupyter notebooks
"
793,Statistics with Python Specialization,University of Michigan,2784,4.6,Beginner level,"Create and interpret data visualizations using the Python programming language and associated packages & libraries
Apply and interpret inferential procedures when analyzing real data
Apply statistical modeling techniques to data (ie. linear and logistic regression, linear models, multilevel models, Bayesian inference techniques)
Understand importance of connecting research questions to data analysis methods.
"
169,Computational Social Science Capstone Project,"University of California, Davis",37,4.6,Intermediate level,
104,Bitcoin Price Prediction using Facebook Prophet,Coursera Project Network,53,1.5,Beginner level,"Create a  Facebook Prophet Machine learning model & Forecast the price of Bitcoin for the future 30 days
Learn to Visualize Bitcoin using Plotly Express
Learn to Extract Financial Data and Analyze it using Google Sheets
"
93,Bayesian Statistics: Capstone Project,"University of California, Santa Cruz",0,0.0,Advanced level,"Demonstrate a wide range of skills and knowledge in Bayesian statistics.
Explain essential concepts in Bayesian statistics.
Apply what you know to real-world data.
"
765,Serverless Data Processing with Dataflow: Foundations,Google Cloud,72,4.2,Intermediate level,
764,Serverless Data Processing with Dataflow: Develop Pipelines,Google Cloud,38,4.1,Advanced level,
691,Probabilistic Deep Learning with TensorFlow 2,Imperial College London,98,4.7,Advanced level,
700,Promote the Ethical Use of Data-Driven Technologies,CertNexus,201,4.7,Beginner level,"  Distinguish between artificial intelligence and data science concepts.
  Protect data privacy with ethical and legal standards.
 Assess the potential risks of bias.
Advocate for the importance of risk evaluation in emerging technologies.
"
463,Image Classification with CNNs using Keras,Coursera Project Network,546,4.4,Intermediate level,"Implement Convolutional Neural Networks in Keras with TensorFlow backend
Train Convolutional Neural Networks to solve Image Classification
"
141,Calculating Descriptive Statistics in R,Coursera Project Network,49,4.8,Beginner level,"Calculate basic descriptive statistics for qualitative variables
Calculate basic descriptive statistics for quantitative variables
Check the distribution of quantitative variables
 
"
611,Medical Insurance Premium Prediction with Machine Learning,Coursera Project Network,16,4.6,Beginner level,"Understand the theory and intuition behind artificial neural networks
Build, train and test an artificial neural network model in Keras and Tensorflow
Perform data cleaning, feature engineering and visualization
"
233,Data Manipulation and Management using MYSQL Workbench,Coursera Project Network,10,4.3,Beginner level,"You will be able to select data from tables with cutom filter by different SQL keywords.
You will be able to create a query with aggregate function and groupingby statement and how to join between tables with different properties and data
"
289,Data Warehousing with Oracle: Design a Database,Coursera Project Network,0,0.0,Intermediate level,"Evaluate the guiding principles of data warehousing
Summarize data from multiple sources
Apply data warehouse business intelligence tools
"
806,"Support Vector Machines in Python, From Start to Finish",Coursera Project Network,148,4.6,Intermediate level,"Import data into, and manipulating a pandas dataframe
Format the data for a support vector machine, including One-Hot Encoding and missing data.
Optimize parameters for the radial basis function and classification
Build, evaluate, draw and interpret a support vector machine
"
